date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:23:36	24131/24131	---MCZ	200	added ('OK')	text/css	etag:W/%226487414f-5e43%22	https://flatsome3.uxthemes.com/wp-content/cache/min/1/wp-content/themes/flatsome/assets/css/flatsome-shop-929503c3ea9758ed5ece6f257b1e3803.css	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/min/1/wp-content/themes/flatsome/assets/css/flatsome-shop-929503c3ea9758ed5ece6f257b1e3803.css	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:36	89815/89815	---MCZ	200	added ('OK')	application/javascript	etag:W/%22647f0cb5-15ed7%22	https://flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-includes/js/jquery/jquery.min-3.6.4.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-includes/js/jquery/jquery.min-3.6.4.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:37	3038/3038	---M--	200	added ('OK')	image/png	etag:%2259c0c9f8-bde%22	https://flatsome3.uxthemes.com/wp-content/uploads/2016/04/cropped-logo_example-280x280.png	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/uploads/2016/04/cropped-logo_example-280x280.png	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:37	2923/2923	---M--	200	added ('OK')	image/png	etag:%2262e11969-b6b%22	https://flatsome3.uxthemes.com/wp-content/themes/flatsome/assets/img/logo.png	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/themes/flatsome/assets/img/logo.png	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:38	3286/3286	---M--	200	added ('OK')	image/png	etag:%2258cace3a-cd6%22	https://flatsome3.uxthemes.com/wp-content/uploads/2016/09/logo-light.png	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/uploads/2016/09/logo-light.png	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:38	33346/33346	---M--	200	added ('OK')	image/jpeg	etag:%225a14a2e5-8242%22	https://flatsome3.uxthemes.com/wp-content/uploads/2017/11/custom-image-1.jpg	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/uploads/2017/11/custom-image-1.jpg	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:38	67293/67293	---M--	200	added ('OK')	image/jpeg	etag:%2259c0c9f9-106dd%22	https://flatsome3.uxthemes.com/wp-content/uploads/2016/07/buisness2-1000x600.jpg	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/uploads/2016/07/buisness2-1000x600.jpg	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:38	17890/17890	---M--	200	added ('OK')	image/jpeg	etag:%2259c0c9f9-45e2%22	https://flatsome3.uxthemes.com/wp-content/uploads/2016/07/fashion2-1000x425.jpg	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/uploads/2016/07/fashion2-1000x425.jpg	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:39	15664/15664	---M--	200	added ('OK')	image/jpeg	etag:%2259c0d604-3d30%22	https://flatsome3.uxthemes.com/wp-content/uploads/2016/07/fashionSlider-1000x425.jpg	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/uploads/2016/07/fashionSlider-1000x425.jpg	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:39	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264941465-4d7%22	https://flatsome3.uxthemes.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:41	8171/8171	---MCZ	200	added ('OK')	application/javascript	etag:W/%22647f0cb5-1feb%22	https://flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-includes/js/dist/vendor/wp-polyfill-inert.min-3.1.2.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-includes/js/dist/vendor/wp-polyfill-inert.min-3.1.2.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:42	206458/206458	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jun%202023%2008:53:39%20GMT	https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/demos/shop-demos/simple-slider/index123d.html	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:43	206457/206457	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jun%202023%2008:53:39%20GMT	https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=270	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/demos/shop-demos/simple-slider/index3c5b.html	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:44	6607/6607	---MCZ	200	added ('OK')	application/javascript	etag:W/%22647f0cb5-19cf%22	https://flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-includes/js/dist/vendor/regenerator-runtime.min-0.13.11.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-includes/js/dist/vendor/regenerator-runtime.min-0.13.11.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:45	206467/206467	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jun%202023%2008:53:40%20GMT	https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=167	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/demos/shop-demos/simple-slider/index1dcf.html	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:46	206470/206470	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jun%202023%2008:53:41%20GMT	https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=132	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/demos/shop-demos/simple-slider/index4504.html	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:48	206468/206468	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jun%202023%2008:53:43%20GMT	https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=229	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/demos/shop-demos/simple-slider/index132f.html	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:49	17823/17823	---MCZ	200	added ('OK')	application/javascript	etag:W/%22641b798e-459f%22	https://flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-includes/js/dist/vendor/wp-polyfill.min-3.15.0.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-includes/js/dist/vendor/wp-polyfill.min-3.15.0.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:50	206475/206475	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jun%202023%2008:53:44%20GMT	https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=432	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/demos/shop-demos/simple-slider/index7998.html	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:50	13484/13484	---MCZ	200	added ('OK')	application/javascript	etag:W/%226487414e-34ac%22	https://flatsome3.uxthemes.com/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/js/index-531ec57678f78bed946252311965eb80.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/js/index-531ec57678f78bed946252311965eb80.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:51	206462/206462	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jun%202023%2008:53:48%20GMT	https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=416	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/demos/shop-demos/simple-slider/index2a76.html	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:52	206462/206462	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jun%202023%2008:53:48%20GMT	https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=182	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/demos/shop-demos/simple-slider/indexc468.html	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:52	9505/9505	---MCZ	200	added ('OK')	application/javascript	etag:W/%226481b78e-2521%22	https://flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min-2.7.0-wc.7.7.2.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min-2.7.0-wc.7.7.2.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:52	3029/3029	---MCZ	200	added ('OK')	application/javascript	etag:W/%226481b78e-bd5%22	https://flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min-7.7.2.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min-7.7.2.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:53	1834/1834	---MCZ	200	added ('OK')	application/javascript	etag:W/%226481b78e-72a%22	https://flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min-2.1.4-wc.7.7.2.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min-2.1.4-wc.7.7.2.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:53	2139/2139	---MCZ	200	added ('OK')	application/javascript	etag:W/%226481b78e-85b%22	https://flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min-7.7.2.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min-7.7.2.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:53	2938/2938	---MCZ	200	added ('OK')	application/javascript	etag:W/%226481b78e-b7a%22	https://flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min-7.7.2.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min-7.7.2.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:53	1499/1499	---MCZ	200	added ('OK')	application/javascript	etag:W/%22641b798e-5db%22	https://flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-includes/js/hoverIntent.min-1.10.2.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-includes/js/hoverIntent.min-1.10.2.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:54	52821/52821	---MCZ	200	added ('OK')	application/javascript	etag:W/%226487414e-ce55%22	https://flatsome3.uxthemes.com/wp-content/cache/min/1/wp-content/themes/flatsome/assets/js/flatsome-c1cf76e11a691ccea2dc2cb90f1ea348.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/min/1/wp-content/themes/flatsome/assets/js/flatsome-c1cf76e11a691ccea2dc2cb90f1ea348.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:55	1452/1452	---MCZ	200	added ('OK')	application/javascript	etag:W/%226487414e-5ac%22	https://flatsome3.uxthemes.com/wp-content/cache/min/1/wp-content/themes/flatsome/inc/integrations/wc-yith-wishlist/wishlist-b1e939f6a37120498936498bbd7044c9.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/min/1/wp-content/themes/flatsome/inc/integrations/wc-yith-wishlist/wishlist-b1e939f6a37120498936498bbd7044c9.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:55	2722/2722	---MCZ	200	added ('OK')	application/javascript	etag:W/%226487414e-aa2%22	https://flatsome3.uxthemes.com/wp-content/cache/min/1/wp-content/themes/flatsome/inc/extensions/flatsome-instant-page/flatsome-instant-page-5275cd70ffe33ad8dae9fb27bd01f06b.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/min/1/wp-content/themes/flatsome/inc/extensions/flatsome-instant-page/flatsome-instant-page-5275cd70ffe33ad8dae9fb27bd01f06b.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:55	14885/14885	---MCZ	200	added ('OK')	application/javascript	etag:W/%226487414e-3a25%22	https://flatsome3.uxthemes.com/wp-content/cache/min/1/wp-content/themes/flatsome/inc/extensions/flatsome-live-search/flatsome-live-search-8fc5caa7e791eac477b19338ed9704a3.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/min/1/wp-content/themes/flatsome/inc/extensions/flatsome-live-search/flatsome-live-search-8fc5caa7e791eac477b19338ed9704a3.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:56	1609/1609	---MCZ	200	added ('OK')	application/javascript	etag:W/%226487414e-649%22	https://flatsome3.uxthemes.com/wp-content/cache/min/1/wp-content/themes/flatsome/inc/extensions/flatsome-lazy-load/flatsome-lazy-load-2c3faf183048059288af742df519f816.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/min/1/wp-content/themes/flatsome/inc/extensions/flatsome-lazy-load/flatsome-lazy-load-2c3faf183048059288af742df519f816.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:56	2981/2981	---MCZ	200	added ('OK')	application/javascript	etag:W/%22625095f6-ba5%22	https://flatsome3.uxthemes.com/wp-includes/js/comment-reply.min.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-includes/js/comment-reply.min.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:57	21538/21538	---MCZ	200	added ('OK')	application/javascript	etag:W/%22641b7999-5422%22	https://flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/js/prettyPhoto/jquery.prettyPhoto.min-3.1.6.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/js/prettyPhoto/jquery.prettyPhoto.min-3.1.6.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:57	14927/14927	---MCZ	200	added ('OK')	application/javascript	etag:W/%22641b7999-3a4f%22	https://flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-content/plugins/yith-woocommerce-wishlist/assets/js/jquery.selectBox.min-1.2.0.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-content/plugins/yith-woocommerce-wishlist/assets/js/jquery.selectBox.min-1.2.0.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:57	24059/24059	---MCZ	200	added ('OK')	application/javascript	etag:W/%22641b7999-5dfb%22	https://flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-content/plugins/yith-woocommerce-wishlist/assets/js/jquery.yith-wcwl.min-3.0.22.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-content/plugins/yith-woocommerce-wishlist/assets/js/jquery.yith-wcwl.min-3.0.22.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:57	18833/18833	---MCZ	200	added ('OK')	application/javascript	etag:W/%22641b7999-4991%22	https://flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-includes/js/underscore.min-1.13.4.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-includes/js/underscore.min-1.13.4.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:58	1426/1426	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632938ea-592%22	https://flatsome3.uxthemes.com/wp-includes/js/wp-util.min.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-includes/js/wp-util.min.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:58	20539/20539	---MCZ	200	added ('OK')	application/javascript	etag:W/%226487414e-503b%22	https://flatsome3.uxthemes.com/wp-content/cache/min/1/wp-content/themes/flatsome/assets/js/woocommerce-d6ca7dac8b1f614b682e55f8451c6a1e.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/min/1/wp-content/themes/flatsome/assets/js/woocommerce-d6ca7dac8b1f614b682e55f8451c6a1e.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:58	13892/13892	---MCZ	200	added ('OK')	application/javascript	etag:W/%226481b78e-3644%22	https://flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart-variation.min-7.7.2.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart-variation.min-7.7.2.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:58	351/351	---MCZ	200	added ('OK')	application/javascript	etag:W/%22641b798e-15f%22	https://flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-includes/js/zxcvbn-async.min-1.0.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-includes/js/zxcvbn-async.min-1.0.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:58	4910/4910	---MCZ	200	added ('OK')	application/javascript	etag:W/%22641b798e-132e%22	https://flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-includes/js/dist/hooks.min-4169d3cf8e8d95a3d6d5.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-includes/js/dist/hooks.min-4169d3cf8e8d95a3d6d5.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:59	10230/10230	---MCZ	200	added ('OK')	application/javascript	etag:W/%22641b798e-27f6%22	https://flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-includes/js/dist/i18n.min-9e794f35a71bb98672ae.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-includes/js/dist/i18n.min-9e794f35a71bb98672ae.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:59	1123/1123	---MCZ	200	added ('OK')	application/javascript	etag:W/%22600ac5c3-463%22	https://flatsome3.uxthemes.com/wp-admin/js/password-strength-meter.min.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-admin/js/password-strength-meter.min.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:23:59	2020/2020	---MCZ	200	added ('OK')	application/javascript	etag:W/%226481b78e-7e4%22	https://flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/js/frontend/password-strength-meter.min-7.7.2.js	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/cache/busting/1/wp-content/plugins/woocommerce/assets/js/frontend/password-strength-meter.min-7.7.2.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:24:00	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Mon,%2012%20Jun%202023%2018:23:07%20GMT	https://www.google-analytics.com/analytics.js	C:/Users/91735/Downloads/cloth_websiteProject/www.google-analytics.com/analytics.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:24:02	19392/19392	---M--	200	added ('OK')	image/png	etag:%225d933b18-4bc0%22	https://flatsome3.uxthemes.com/wp-content/plugins/flatsome-demo/themeforest/emailsupport2.png	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/plugins/flatsome-demo/themeforest/emailsupport2.png	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/)
14:24:03	64/64	---M--	200	added ('OK')	image/gif	etag:%2260a3a562-40%22	https://flatsome3.uxthemes.com/wp-content/plugins/yith-woocommerce-wishlist/assets/images/jquery.selectBox-arrow.gif	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/plugins/yith-woocommerce-wishlist/assets/images/jquery.selectBox-arrow.gif	(from https://flatsome3.uxthemes.com/wp-content/cache/min/1/wp-content/plugins/yith-woocommerce-wishlist/assets/css/jquery.selectBox-e9201a6b9b3e63f6e439a1405379e5b3.css)
